7.9196,1.5392,5.4730,-1.2117,-26.5958,-26.9041,-10.1973,0.6619,15.8989
7.8411,1.5745,5.5407,-1.0324,-26.6339,-26.8668,-10.1912,0.6677,15.8901
7.7960,1.5578,5.6368,-0.6946,-26.6286,-26.8374,-10.1948,0.6593,15.8921
7.7607,1.5294,5.6221,-0.3998,-26.6942,-26.8462,-10.2187,0.6411,15.9029
7.6214,1.5470,5.5407,-0.1637,-26.7706,-26.8236,-10.2356,0.6413,15.8972
7.3791,1.5304,5.5839,0.0913,-26.7627,-26.7946,-10.2251,0.6472,15.8957
7.3212,1.5215,5.7359,0.3648,-26.7506,-26.8327,-10.2104,0.6472,15.8999
7.3398,1.5137,5.8350,0.7296,-26.7691,-26.7997,-10.2076,0.6495,15.8943
7.2937,1.5706,5.8585,1.0074,-26.7885,-26.7418,-10.2099,0.6499,15.8886
7.2153,1.6069,5.9144,1.2357,-26.8153,-26.7541,-10.2001,0.6453,15.8918
7.0779,1.5873,6.0057,1.5232,-26.9044,-26.7486,-10.1795,0.6565,15.8856
6.9945,1.6157,6.0832,1.8219,-26.9236,-26.6951,-10.1758,0.6758,15.8754
6.9337,1.6854,6.1332,2.0442,-26.9829,-26.5576,-10.1768,0.6753,15.8896
6.8150,1.7099,6.2137,2.2670,-27.1169,-26.4563,-10.1753,0.6856,15.8934
6.8454,1.7217,6.2715,2.5800,-27.1488,-26.4524,-10.1820,0.7010,15.8833
6.8366,1.7364,6.2401,2.7466,-27.1867,-26.3807,-10.1765,0.6840,15.8878
6.6227,1.7540,6.2166,2.9353,-27.2359,-26.2988,-10.1769,0.7074,15.8608
6.5501,1.7962,6.2813,3.1850,-27.3083,-26.3214,-10.1983,0.7597,15.8556
6.6002,1.7825,6.3677,3.3362,-27.3203,-26.2713,-10.2292,0.7707,15.8804
6.6325,1.8050,6.4187,3.4422,-27.2942,-26.2340,-10.2556,0.7820,15.8842
6.6855,1.8090,6.5315,3.5755,-27.2825,-26.2185,-10.2687,0.8093,15.9024
6.7306,1.8021,6.5982,3.6899,-27.2257,-26.2662,-10.2787,0.8322,15.9286
6.6561,1.8207,6.6110,3.6629,-27.1196,-26.3643,-10.2997,0.8601,15.9260
6.5550,1.8031,6.6620,3.6206,-27.0199,-26.4918,-10.3088,0.8974,15.9222
6.5384,1.8256,6.7483,3.5575,-26.9017,-26.6185,-10.3063,0.9363,15.9485
6.6129,1.8217,6.7905,3.3908,-26.7637,-26.6135,-10.3119,0.9738,15.9623
6.7257,1.7825,6.8160,3.2317,-26.6724,-26.6952,-10.3002,0.9893,15.9624
6.7944,1.7324,6.8807,3.0085,-26.6167,-26.8714,-10.2805,1.0015,15.9716
6.8739,1.6746,6.9259,2.7417,-26.5691,-26.9501,-10.2688,1.0275,15.9665
6.9514,1.6755,6.9700,2.5835,-26.5130,-27.0080,-10.2718,1.0417,15.9545
7.0406,1.6569,6.9975,2.3552,-26.3982,-27.1235,-10.2884,1.0392,15.9561
7.2270,1.5951,6.9553,2.0286,-26.2700,-27.2051,-10.2935,1.0297,15.9546
7.3085,1.5441,6.9210,1.8027,-26.2587,-27.2177,-10.2817,1.0202,15.9458
7.1996,1.5372,6.8827,1.5943,-26.1904,-27.2906,-10.2712,1.0170,15.9488
7.2104,1.5431,6.7944,1.4183,-26.1032,-27.4131,-10.2706,1.0357,15.9539
7.3124,1.5039,6.7140,1.1460,-26.0715,-27.4117,-10.2678,1.0551,15.9571
7.3604,1.4705,6.6178,0.8394,-25.9599,-27.4315,-10.2445,1.0607,15.9538
7.4321,1.4911,6.5227,0.5847,-25.9152,-27.4956,-10.2233,1.0541,15.9522
7.4899,1.4793,6.4707,0.3229,-25.9237,-27.4772,-10.2188,1.0503,15.9417
7.5203,1.4509,6.4040,0.1290,-25.9153,-27.4261,-10.2046,1.0517,15.9295
7.5596,1.4421,6.3569,-0.1317,-25.9365,-27.3841,-10.1858,1.0363,15.9352
7.5871,1.4244,6.3147,-0.4032,-26.0238,-27.4201,-10.1770,1.0313,15.9370
7.6155,1.4254,6.2382,-0.5888,-26.0381,-27.4543,-10.1746,1.0361,15.9344
7.6498,1.4274,6.1548,-0.8276,-26.0667,-27.3744,-10.1735,1.0273,15.9398
7.7009,1.4175,6.0822,-1.1126,-26.1312,-27.2365,-10.1780,1.0197,15.9446
7.7577,1.4323,6.0018,-1.2893,-26.1183,-27.2080,-10.1875,1.0259,15.9349
7.8362,1.4264,5.9056,-1.4779,-26.1151,-27.2118,-10.1930,1.0275,15.9362
7.9020,1.4077,5.8517,-1.7216,-26.1741,-27.1361,-10.1972,1.0286,15.9344
7.9618,1.4254,5.8163,-1.9486,-26.1786,-27.1212,-10.2047,1.0431,15.9208
8.0050,1.4097,5.7624,-2.1915,-26.1671,-27.1003,-10.2159,1.0456,15.9063
8.0226,1.4303,5.7408,-2.4185,-26.2207,-27.0079,-10.2266,1.0418,15.8846
8.1580,1.4999,5.7457,-2.5628,-26.2022,-27.0090,-10.2334,1.0302,15.8841
8.2522,1.4872,5.7428,-2.6795,-26.2881,-27.0402,-10.2256,1.0118,15.8943
8.2296,1.4990,5.7389,-2.8745,-26.2764,-27.0380,-10.2072,1.0096,15.8806
8.3483,1.5451,5.6790,-2.9974,-26.2085,-26.9769,-10.2076,0.9967,15.8638
8.4180,1.5392,5.5995,-3.0596,-26.2975,-26.8865,-10.2075,0.9674,15.8660
8.4219,1.5735,5.5682,-3.2220,-26.3294,-26.8634,-10.2005,0.9435,15.8753
8.5484,1.6000,5.4897,-3.2470,-26.3971,-26.8871,-10.1984,0.9065,15.8862
8.6034,1.5912,5.4416,-3.1964,-26.4207,-26.8499,-10.1828,0.8703,15.8887
8.5720,1.5706,5.4396,-3.2363,-26.4018,-26.8100,-10.1629,0.8567,15.8767
8.5553,1.6157,5.4230,-3.1188,-26.5098,-26.7477,-10.1711,0.8419,15.8726
8.5278,1.6697,5.4612,-2.9609,-26.5712,-26.6712,-10.2001,0.8182,15.8867
8.5318,1.6137,5.4965,-2.8715,-26.5983,-26.6964,-10.1871,0.7811,15.9113
8.5229,1.5961,5.4838,-2.8312,-26.6738,-26.6704,-10.1456,0.7468,15.9161
8.4768,1.6795,5.4249,-2.7045,-26.7258,-26.5799,-10.1359,0.7256,15.9053
8.4101,1.7315,5.3612,-2.4959,-26.8117,-26.4895,-10.1494,0.7071,15.9043
8.3454,1.7266,5.3582,-2.3067,-26.9602,-26.4027,-10.1623,0.6887,15.9001
8.2630,1.6863,5.3867,-2.0913,-27.0645,-26.3903,-10.1697,0.6755,15.8869
8.1649,1.6677,5.4171,-1.8261,-27.1494,-26.3619,-10.1725,0.6796,15.8716
8.1050,1.7217,5.4298,-1.5535,-27.2115,-26.3228,-10.1873,0.6731,15.8680
8.0354,1.7678,5.4092,-1.3154,-27.2482,-26.2866,-10.2027,0.6438,15.8776
7.9020,1.7668,5.4102,-1.0430,-27.2669,-26.3032,-10.1980,0.6263,15.8782
7.7833,1.7442,5.4534,-0.6780,-27.3067,-26.2741,-10.1903,0.6373,15.8673
7.7048,1.7256,5.4877,-0.3510,-27.3788,-26.2154,-10.1902,0.6424,15.8697
7.6400,1.7786,5.5328,-0.0364,-27.4010,-26.2210,-10.1985,0.6353,15.8779
7.5576,1.8433,5.5740,0.2451,-27.4063,-26.2666,-10.2039,0.6375,15.8849
7.4360,1.8453,5.6319,0.4906,-27.4284,-26.1751,-10.2052,0.6358,15.8978
7.3438,1.8217,5.7487,0.7575,-27.5098,-26.0651,-10.2115,0.6280,15.9001
7.3222,1.8511,5.8222,1.0983,-27.5258,-26.1044,-10.2133,0.6336,15.8871
7.2633,1.8570,5.8419,1.4235,-27.5167,-26.1382,-10.2084,0.6337,15.8813
7.1436,1.8364,5.8958,1.6226,-27.5744,-26.1003,-10.1958,0.6306,15.8813
7.0779,1.8884,5.9743,1.9055,-27.6497,-26.0262,-10.1867,0.6403,15.8792
6.9847,1.8933,6.0979,2.2173,-27.6894,-25.9567,-10.1781,0.6524,15.8704
6.8611,1.9267,6.1666,2.5194,-27.7057,-25.9217,-10.1809,0.6546,15.8700
6.7836,2.0258,6.1440,2.8615,-27.7202,-25.9078,-10.1992,0.6608,15.8779
6.7110,2.0385,6.1823,3.0932,-27.7359,-25.8380,-10.2103,0.6792,15.8854
6.6786,1.9904,6.2431,3.2393,-27.8041,-25.7773,-10.1797,0.6926,15.8837
6.6482,2.0768,6.2617,3.4612,-27.9135,-25.7409,-10.1571,0.7069,15.8649
6.5531,2.1248,6.3451,3.7766,-27.9289,-25.7229,-10.2162,0.7258,15.8766
6.5286,2.0699,6.4148,3.9800,-27.8816,-25.7024,-10.2618,0.7569,15.8963
6.5992,2.0964,6.4628,4.0986,-27.8394,-25.7002,-10.2585,0.7842,15.8979
6.6296,2.1219,6.5364,4.1509,-27.7542,-25.7202,-10.2652,0.8126,15.9034
6.6306,2.1533,6.6061,4.1609,-27.7083,-25.7586,-10.2743,0.8366,15.9186
6.5933,2.1572,6.6855,4.2238,-27.6887,-25.8263,-10.2905,0.8451,15.9293
6.4913,2.0885,6.7522,4.1985,-27.5815,-25.9108,-10.3047,0.8670,15.9275
6.4775,2.0679,6.7856,4.1523,-27.4823,-26.0331,-10.3141,0.9087,15.9271
6.5972,2.0876,6.7807,4.1096,-27.3365,-26.1613,-10.3271,0.9376,15.9460
6.6453,2.0326,6.8032,4.0200,-27.1678,-26.2720,-10.3264,0.9526,15.9591
6.6600,1.9669,6.8395,3.8127,-27.0707,-26.3899,-10.3063,0.9850,15.9595
6.7238,1.9365,6.8748,3.5751,-26.9511,-26.5044,-10.2978,1.0043,15.9715
6.7689,1.8874,6.8974,3.4097,-26.8740,-26.5641,-10.2967,1.0244,15.9800
6.8474,1.8511,6.8964,3.1548,-26.7839,-26.6851,-10.2978,1.0450,15.9876
6.9445,1.8237,6.9190,2.8518,-26.6329,-26.8766,-10.3218,1.0480,15.9872
7.1015,1.7030,6.8925,2.5339,-26.5369,-26.9707,-10.3339,1.0394,15.9731
7.2682,1.5873,6.8601,2.2739,-26.3956,-27.1109,-10.3066,1.0159,15.9606
7.2368,1.5922,6.8229,2.0926,-26.2303,-27.2245,-10.2736,1.0161,15.9573
7.2005,1.5990,6.7316,1.8849,-26.1809,-27.2553,-10.2613,1.0267,15.9712
